ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000633.SZ,20241106,5.19,5.28,5.14,5.25,5.19,0.06,1.1561,185963.5,96975.408
000633.SZ,20241105,5.12,5.23,5.12,5.19,5.12,0.07,1.3672,166199.38,85959.686
000633.SZ,20241104,5.12,5.16,4.99,5.12,5.13,-0.01,-0.1949,153176.89,77528.707
000633.SZ,20241101,5.12,5.3,5.07,5.13,5.15,-0.02,-0.3883,264931.01,137858.829
000633.SZ,20241031,4.96,5.2,4.96,5.15,4.99,0.16,3.2064,154354.69,78823.979
000633.SZ,20241030,5.07,5.12,4.93,4.99,5.04,-0.05,-0.9921,99783.5,49982.844
000633.SZ,20241029,5.2,5.29,5.02,5.04,5.2,-0.16,-3.0769,133912.11,68143.52
000633.SZ,20241028,5.0,5.22,5.0,5.2,5.0,0.2,4.0,167573.08,86257.127
000633.SZ,20241025,4.82,5.05,4.81,5.0,4.85,0.15,3.0928,163355.01,80548.977
000633.SZ,20241024,4.81,4.89,4.79,4.85,4.84,0.01,0.2066,84269.44,40841.855
000633.SZ,20241023,4.91,4.93,4.82,4.84,4.95,-0.11,-2.2222,130238.0,63493.818
000633.SZ,20241022,4.84,4.95,4.78,4.95,4.84,0.11,2.2727,160505.26,78085.672
000633.SZ,20241021,4.78,4.86,4.74,4.84,4.74,0.1,2.1097,114406.73,55044.732
000633.SZ,20241018,4.65,4.81,4.62,4.74,4.68,0.06,1.2821,106865.77,50580.5
000633.SZ,20241017,4.73,4.84,4.67,4.68,4.72,-0.04,-0.8475,92561.0,43977.973
000633.SZ,20241016,4.64,4.75,4.61,4.72,4.69,0.03,0.6397,94340.0,44300.637
000633.SZ,20241015,4.8,4.83,4.68,4.69,4.82,-0.13,-2.6971,127783.0,60516.081
000633.SZ,20241014,4.75,4.85,4.67,4.82,4.75,0.07,1.4737,141743.0,67657.488
000633.SZ,20241011,4.8,4.97,4.68,4.75,4.75,0.0,0.0,186952.82,89692.414
000633.SZ,20241010,4.83,4.88,4.62,4.75,4.83,-0.08,-1.6563,155353.01,74076.074
000633.SZ,20241009,5.29,5.3,4.83,4.83,5.37,-0.54,-10.0559,220750.35,109628.471
000633.SZ,20241008,5.67,5.67,5.01,5.37,5.15,0.22,4.2718,318949.24,170586.392
000633.SZ,20240930,4.88,5.18,4.7,5.15,4.72,0.43,9.1102,313113.71,155882.018
000633.SZ,20240927,4.6,4.8,4.55,4.72,4.54,0.18,3.9648,201586.58,94049.236
000633.SZ,20240926,4.45,4.55,4.44,4.54,4.44,0.1,2.2523,136812.01,61321.422
000633.SZ,20240925,4.45,4.57,4.43,4.44,4.4,0.04,0.9091,185932.18,83727.021
000633.SZ,20240924,4.2,4.42,4.2,4.4,4.23,0.17,4.0189,165715.0,71636.808
000633.SZ,20240923,4.1,4.35,4.1,4.23,4.15,0.08,1.9277,134300.0,56533.255
000633.SZ,20240920,4.2,4.28,4.11,4.15,4.24,-0.09,-2.1226,141130.6,58738.653
000633.SZ,20240919,4.09,4.4,4.08,4.24,4.03,0.21,5.2109,202356.0,85256.59
000633.SZ,20240918,4.21,4.23,3.99,4.03,4.25,-0.22,-5.1765,170982.0,69516.145
000633.SZ,20240913,4.43,4.45,4.24,4.25,4.43,-0.18,-4.0632,157824.0,68020.405
000633.SZ,20240912,4.56,4.65,4.43,4.43,4.6,-0.17,-3.6957,184836.6,83415.306
000633.SZ,20240911,4.47,4.75,4.38,4.6,4.56,0.04,0.8772,209344.01,95313.463
000633.SZ,20240910,4.42,4.84,4.24,4.56,4.42,0.14,3.1674,274667.0,125551.525
000633.SZ,20240909,4.66,4.98,4.36,4.42,4.67,-0.25,-5.3533,304283.0,141338.454
000633.SZ,20240906,4.51,4.69,4.33,4.67,4.65,0.02,0.4301,312731.0,140428.14
000633.SZ,20240905,4.4,4.72,4.38,4.65,4.47,0.18,4.0268,379012.02,174282.485
000633.SZ,20240904,4.26,4.48,4.23,4.47,4.36,0.11,2.5229,319370.42,140156.06
000633.SZ,20240903,4.29,4.39,4.17,4.36,4.31,0.05,1.1601,256313.0,110056.792
000633.SZ,20240902,4.47,4.49,4.25,4.31,4.5,-0.19,-4.2222,321695.72,139355.24
000633.SZ,20240830,4.34,4.86,4.28,4.5,4.42,0.08,1.81,493991.24,223644.19
000633.SZ,20240829,4.26,4.55,4.25,4.42,4.59,-0.17,-3.7037,463884.67,203193.06
000633.SZ,20240828,4.31,4.59,4.23,4.59,4.17,0.42,10.0719,620295.72,277342.105
000633.SZ,20240827,3.74,4.17,3.66,4.17,3.79,0.38,10.0264,171409.6,67577.296
000633.SZ,20240826,3.7,3.95,3.67,3.79,3.63,0.16,4.4077,135593.2,51749.311
000633.SZ,20240823,3.66,3.68,3.56,3.63,3.64,-0.01,-0.2747,47040.0,17039.307
000633.SZ,20240822,3.74,3.75,3.63,3.64,3.73,-0.09,-2.4129,36892.01,13571.769
000633.SZ,20240821,3.68,3.77,3.68,3.73,3.72,0.01,0.2688,35464.01,13232.283
000633.SZ,20240820,3.78,3.85,3.7,3.72,3.79,-0.07,-1.847,40479.0,15256.132
000633.SZ,20240819,3.79,3.85,3.74,3.79,3.82,-0.03,-0.7853,47721.0,18113.106
000633.SZ,20240816,3.88,3.93,3.81,3.82,3.86,-0.04,-1.0363,51573.01,19889.822
000633.SZ,20240815,3.83,3.9,3.77,3.86,3.81,0.05,1.3123,57675.11,22188.507
000633.SZ,20240814,3.84,3.9,3.81,3.81,3.87,-0.06,-1.5504,34127.0,13104.429
000633.SZ,20240813,3.85,3.9,3.75,3.87,3.81,0.06,1.5748,43949.0,16822.217
000633.SZ,20240812,3.84,3.86,3.77,3.81,3.85,-0.04,-1.039,37544.98,14316.197
000633.SZ,20240809,3.9,3.94,3.83,3.85,3.89,-0.04,-1.0283,48221.0,18689.564
000633.SZ,20240808,3.89,3.92,3.81,3.89,3.89,0.0,0.0,33087.0,12796.239
000633.SZ,20240807,3.87,3.93,3.84,3.89,3.89,0.0,0.0,55011.0,21354.067
000633.SZ,20240806,3.86,3.9,3.82,3.89,3.82,0.07,1.8325,59565.0,23006.825
000633.SZ,20240805,3.9,3.95,3.81,3.82,3.89,-0.07,-1.7995,57059.0,22113.349
000633.SZ,20240802,4.02,4.02,3.88,3.89,3.97,-0.08,-2.0151,42813.0,16819.227
000633.SZ,20240801,3.98,4.04,3.94,3.97,3.94,0.03,0.7614,57669.0,22953.791
000633.SZ,20240731,3.81,3.95,3.79,3.94,3.8,0.14,3.6842,74294.0,28953.162
000633.SZ,20240730,3.75,3.82,3.71,3.8,3.76,0.04,1.0638,44418.0,16802.897
000633.SZ,20240729,3.76,3.8,3.69,3.76,3.75,0.01,0.2667,53384.0,20040.13
000633.SZ,20240726,3.62,3.78,3.62,3.75,3.62,0.13,3.5912,53199.0,19805.529
000633.SZ,20240725,3.57,3.69,3.53,3.62,3.59,0.03,0.8357,55564.1,20039.362
000633.SZ,20240724,3.69,3.71,3.57,3.59,3.68,-0.09,-2.4457,50073.0,18119.034
000633.SZ,20240723,3.78,3.88,3.68,3.68,3.78,-0.1,-2.6455,51510.1,19417.83
000633.SZ,20240722,3.77,3.82,3.73,3.78,3.77,0.01,0.2653,39572.0,14950.642
000633.SZ,20240719,3.81,3.82,3.72,3.77,3.8,-0.03,-0.7895,45535.42,17149.843
000633.SZ,20240718,3.82,3.83,3.71,3.8,3.84,-0.04,-1.0417,54141.0,20374.963
000633.SZ,20240717,3.93,3.95,3.83,3.84,3.95,-0.11,-2.7848,51924.0,20148.096
000633.SZ,20240716,3.94,3.98,3.89,3.95,3.95,0.0,0.0,39495.0,15593.29
000633.SZ,20240715,4.05,4.06,3.91,3.95,4.06,-0.11,-2.7094,51239.0,20241.366
000633.SZ,20240712,4.14,4.19,4.04,4.06,4.11,-0.05,-1.2165,59824.0,24552.476
000633.SZ,20240711,3.93,4.14,3.86,4.11,3.86,0.25,6.4767,86346.0,34937.052
000633.SZ,20240710,3.88,3.95,3.82,3.86,3.92,-0.06,-1.5306,49970.0,19454.406
000633.SZ,20240709,3.91,3.96,3.74,3.92,3.91,0.01,0.2558,74693.0,28806.114
000633.SZ,20240708,4.07,4.07,3.9,3.91,4.07,-0.16,-3.9312,70836.0,27995.0
000633.SZ,20240705,3.97,4.08,3.91,4.07,3.97,0.1,2.5189,67035.0,26930.803
000633.SZ,20240704,4.13,4.16,3.96,3.97,4.12,-0.15,-3.6408,57396.0,23092.294
000633.SZ,20240703,4.19,4.21,4.11,4.12,4.17,-0.05,-1.199,42043.0,17415.664
000633.SZ,20240702,4.08,4.22,4.01,4.17,4.07,0.1,2.457,84674.0,35170.534
000633.SZ,20240701,3.95,4.09,3.95,4.07,3.94,0.13,3.2995,118173.0,47608.429
000633.SZ,20240628,4.08,4.14,3.91,3.94,4.11,-0.17,-4.1363,158803.06,63579.167
000633.SZ,20240627,4.23,4.29,4.11,4.11,4.27,-0.16,-3.7471,64512.0,26981.491
000633.SZ,20240626,4.12,4.28,4.01,4.27,4.11,0.16,3.8929,61257.0,25410.728
000633.SZ,20240625,4.05,4.17,4.05,4.11,4.07,0.04,0.9828,44302.0,18208.309
000633.SZ,20240624,4.25,4.25,4.01,4.07,4.25,-0.18,-4.2353,68629.68,28039.862
