ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000863.SZ,20241106,3.86,3.93,3.78,3.89,3.85,0.04,1.039,490471.79,189080.659
000863.SZ,20241105,3.78,3.88,3.78,3.85,3.77,0.08,2.122,459064.0,176450.991
000863.SZ,20241104,3.76,3.81,3.7,3.77,3.79,-0.02,-0.5277,315578.0,118303.7
000863.SZ,20241101,3.9,3.94,3.73,3.79,3.93,-0.14,-3.5623,469124.0,179324.983
000863.SZ,20241031,3.96,4.05,3.88,3.93,3.95,-0.02,-0.5063,754034.11,298767.017
000863.SZ,20241030,3.78,4.04,3.74,3.95,3.75,0.2,5.3333,860752.39,336381.869
000863.SZ,20241029,3.88,3.91,3.71,3.75,3.89,-0.14,-3.599,475632.0,180273.471
000863.SZ,20241028,3.64,3.98,3.64,3.89,3.65,0.24,6.5753,685333.42,260979.113
000863.SZ,20241025,3.6,3.69,3.6,3.65,3.62,0.03,0.8287,314162.41,114805.235
000863.SZ,20241024,3.58,3.65,3.57,3.62,3.61,0.01,0.277,219811.0,79517.813
000863.SZ,20241023,3.64,3.69,3.58,3.61,3.63,-0.02,-0.551,278175.0,101101.84
000863.SZ,20241022,3.57,3.67,3.56,3.63,3.57,0.06,1.6807,280730.02,101689.904
000863.SZ,20241021,3.56,3.63,3.53,3.57,3.57,0.0,0.0,331351.29,118669.526
000863.SZ,20241018,3.52,3.61,3.44,3.57,3.54,0.03,0.8475,297771.01,104874.667
000863.SZ,20241017,3.72,3.73,3.53,3.54,3.72,-0.18,-4.8387,408569.89,147835.081
000863.SZ,20241016,3.53,3.72,3.53,3.72,3.53,0.19,5.3824,458465.13,167385.02
000863.SZ,20241015,3.62,3.64,3.52,3.53,3.64,-0.11,-3.022,249859.0,89631.741
000863.SZ,20241014,3.63,3.67,3.56,3.64,3.54,0.1,2.8249,285461.02,103183.873
000863.SZ,20241011,3.53,3.66,3.5,3.54,3.57,-0.03,-0.8403,304323.64,108938.944
000863.SZ,20241010,3.52,3.66,3.46,3.57,3.56,0.01,0.2809,432921.24,154467.562
