ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
000584.SZ,20241106,3.1,3.1,3.1,3.1,2.95,0.15,5.0847,20466.31,6344.556
000584.SZ,20241105,2.94,2.95,2.86,2.95,2.81,0.14,4.9822,108148.52,31790.238
000584.SZ,20241104,2.78,2.81,2.72,2.81,2.68,0.13,4.8507,247757.03,69288.66
000584.SZ,20241101,2.95,2.95,2.67,2.68,2.81,-0.13,-4.6263,847959.07,239379.934
000584.SZ,20241031,2.81,2.81,2.81,2.81,2.68,0.13,4.8507,22754.75,6394.085
000584.SZ,20241030,2.68,2.68,2.68,2.68,2.55,0.13,5.098,12908.52,3459.483
000584.SZ,20241029,2.55,2.55,2.55,2.55,2.43,0.12,4.9383,18634.0,4751.67
000584.SZ,20241028,2.39,2.43,2.36,2.43,2.31,0.12,5.1948,118410.28,28524.897
000584.SZ,20241025,2.17,2.31,2.13,2.31,2.2,0.11,5.0,318471.07,72027.364
000584.SZ,20241024,2.2,2.22,2.13,2.2,2.11,0.09,4.2654,419498.97,91834.132
000584.SZ,20241023,2.01,2.11,2.01,2.11,2.01,0.1,4.9751,162790.02,34067.46
000584.SZ,20241022,1.96,2.04,1.96,2.01,2.0,0.01,0.5,163115.44,32564.406
000584.SZ,20241021,1.99,2.04,1.92,2.0,1.95,0.05,2.5641,256603.68,51160.74
000584.SZ,20241018,1.9,2.01,1.89,1.95,1.92,0.03,1.5625,347264.15,68064.429
000584.SZ,20241017,1.81,1.92,1.77,1.92,1.83,0.09,4.918,408350.02,76317.453
000584.SZ,20241016,1.89,1.93,1.8,1.83,1.89,-0.06,-3.1746,323408.81,59688.955
000584.SZ,20241015,1.92,1.95,1.87,1.89,1.95,-0.06,-3.0769,306960.83,58330.094
000584.SZ,20241014,2.0,2.04,1.92,1.95,2.01,-0.06,-2.9851,298281.57,59089.217
000584.SZ,20241011,1.94,2.01,1.91,2.01,1.91,0.1,5.2356,252523.17,50258.814
