code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
SH.600056,中国医药,2022-01-04 00:00:00,7.9265149,8.0836587,8.1836593,7.8979433,14.152,0.02185,32676620,281843712.0,1.9825081007543548,7.9265149
SH.600056,中国医药,2022-01-05 00:00:00,8.0765158,7.8836575,8.0836587,7.847943,13.823,0.01312,19620211,165573533.0,-2.4741420614405807,8.0836587
SH.600056,中国医药,2022-01-06 00:00:00,7.847943,7.9765152,7.9765152,7.8122285,13.976,0.0085,12710846,107052125.0,1.1778505091069686,7.8836575
SH.600056,中国医药,2022-01-07 00:00:00,7.9765152,7.919372,8.06223,7.9122291,13.882,0.00941,14071841,119418831.0,-0.7163930434182538,7.9765152
SH.600056,中国医药,2022-01-10 00:00:00,7.8836575,7.9122291,7.9765152,7.8550859,13.87,0.0073,10913005,91917245.0,-0.09019528316133957,7.919372
SH.600056,中国医药,2022-01-11 00:00:00,7.8836575,8.0265155,8.1622306,7.8836575,14.058,0.01508,22554112,192967099.0,1.4444273359071482,7.9122291
SH.600056,中国医药,2022-01-12 00:00:00,8.0193726,8.0479442,8.1193732,7.9336578,14.094,0.0121,18095529,154419204.0,0.2669738817547854,8.0265155
SH.600056,中国医药,2022-01-13 00:00:00,8.06223,7.8836575,8.0836587,7.8765146,13.823,0.01028,15369590,130060288.0,-2.041349889080989,8.0479442
SH.600056,中国医药,2022-01-14 00:00:00,7.8765146,7.9265149,8.0265155,7.8550859,13.894,0.00968,14467793,122296289.0,0.5436233118955248,7.8836575
SH.600056,中国医药,2022-01-17 00:00:00,7.9622294,7.8693717,7.990801,7.8550859,13.8,0.00906,13546603,113821864.0,-0.720912036637938,7.9265149
SH.600056,中国医药,2022-01-18 00:00:00,7.8550859,7.633656,7.8622288,7.6193702,13.411,0.01231,18401213,150811136.0,-2.99535603331585,7.8693717
SH.600056,中国医药,2022-01-19 00:00:00,7.6193702,7.6622276,7.6907992,7.5979415,13.458,0.00541,8084229,65901888.0,0.3742846153926685,7.633656
SH.600056,中国医药,2022-01-20 00:00:00,7.6550847,7.6265131,7.7550853,7.5979415,13.4,0.00621,9289110,75852891.0,-0.46611118677810104,7.6622276
SH.600056,中国医药,2022-01-21 00:00:00,7.633656,7.5122267,7.6550847,7.4765122,13.211,0.00637,9526225,76621352.0,-1.4985406633602991,7.6265131
SH.600056,中国医药,2022-01-24 00:00:00,7.4979409,7.4550835,7.5336554,7.4479406,13.117,0.00357,5336448,42624412.0,-0.7606692700048643,7.5122267
SH.600056,中国医药,2022-01-25 00:00:00,7.4550835,7.2622252,7.4693693,7.2479394,12.8,0.00667,9973668,78238195.0,-2.5869368196882054,7.4550835
SH.600056,中国医药,2022-01-26 00:00:00,7.276511,7.3193684,7.3193684,7.2622252,12.894,0.00331,4955031,38647746.0,0.7868552465159097,7.2622252
SH.600056,中国医药,2022-01-27 00:00:00,7.3193684,7.133653,7.3265113,7.1265101,12.588,0.00551,8241111,63610584.0,-2.5373145584528896,7.3193684
SH.600056,中国医药,2022-01-28 00:00:00,7.1550817,7.2193678,7.2693681,7.1407959,12.729,0.00419,6259983,48336436.0,1.2015555003866865,7.133653
SH.600056,中国医药,2022-02-07 00:00:00,7.1193672,6.990795,7.1193672,6.8907944,12.352,0.01028,15378470,115483854.0,-3.1661054864111424,7.2193678
SH.600056,中国医药,2022-02-08 00:00:00,6.9836521,7.0693669,7.0765098,6.9550805,12.482,0.00564,8438759,63617851.0,1.1239336870842305,6.990795
SH.600056,中国医药,2022-02-09 00:00:00,7.062224,7.1907962,7.205082,7.0550811,12.682,0.00616,9217259,70605504.0,1.717682809757688,7.0693669
SH.600056,中国医药,2022-02-10 00:00:00,7.1907962,7.2193678,7.2550823,7.1550817,12.729,0.00368,5497601,42450107.0,0.39733569420308923,7.1907962
