code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
SH.600073,光明肉业,2022-01-04 00:00:00,7.756,7.976,7.996,7.736,21.753,0.02532,23739633,195859787.0,2.8365136668385733,7.756
SH.600073,光明肉业,2022-01-05 00:00:00,8.016,7.986,8.056,7.926,21.78,0.02407,22574304,187964017.0,0.1253761283851528,7.976
SH.600073,光明肉业,2022-01-06 00:00:00,7.996,7.966,7.996,7.896,21.727,0.01085,10178516,84275598.0,-0.25043826696718724,7.986
SH.600073,光明肉业,2022-01-07 00:00:00,7.966,7.866,8.086,7.856,21.465,0.0165,15471682,128478983.0,-1.255335174491596,7.966
SH.600073,光明肉业,2022-01-10 00:00:00,7.926,8.136,8.146,7.816,22.172,0.02453,22999242,193097193.0,3.432494279176196,7.866
SH.600073,光明肉业,2022-01-11 00:00:00,8.116,7.996,8.136,7.966,21.806,0.01511,14170521,118737988.0,-1.7207472959685202,8.136
SH.600073,光明肉业,2022-01-12 00:00:00,8.026,8.126,8.186,7.946,22.146,0.01994,18697483,157234897.0,1.625812906453214,7.996
SH.600073,光明肉业,2022-01-13 00:00:00,8.176,8.126,8.406,8.096,22.146,0.0359,33668450,288654650.0,0.0,8.126
SH.600073,光明肉业,2022-01-14 00:00:00,8.326,8.286,8.596,8.246,22.565,0.06314,59207004,517106171.0,1.9689884321929627,8.126
SH.600073,光明肉业,2022-01-17 00:00:00,8.296,8.306,8.526,8.156,22.617,0.03621,33954199,294642659.0,0.24137098720733255,8.286
SH.600073,光明肉业,2022-01-18 00:00:00,8.176,7.976,8.236,7.936,21.753,0.03254,30517328,255399095.0,-3.9730315434625476,8.306
SH.600073,光明肉业,2022-01-19 00:00:00,8.036,8.236,8.456,7.996,22.434,0.03183,29849942,255472291.0,3.259779338014051,7.976
SH.600073,光明肉业,2022-01-20 00:00:00,8.216,8.106,8.476,8.066,22.094,0.02401,22517950,192882932.0,-1.5784361340456625,8.236
SH.600073,光明肉业,2022-01-21 00:00:00,8.046,7.896,8.106,7.856,21.544,0.01682,15772756,130881130.0,-2.590673575129533,8.106
SH.600073,光明肉业,2022-01-24 00:00:00,7.896,7.796,7.976,7.796,21.282,0.01306,12245095,100390885.0,-1.2664640324214747,7.896
SH.600073,光明肉业,2022-01-25 00:00:00,7.716,7.336,7.726,7.326,20.078,0.02262,21207237,166366928.0,-5.900461775269368,7.796
SH.600073,光明肉业,2022-01-26 00:00:00,7.346,7.276,7.416,7.186,19.921,0.01243,11652700,88845097.0,-0.817884405670672,7.336
SH.600073,光明肉业,2022-01-27 00:00:00,7.286,7.016,7.306,7.016,19.24,0.01205,11302100,84372845.0,-3.5733919736118716,7.276
SH.600073,光明肉业,2022-01-28 00:00:00,7.066,7.096,7.216,7.026,19.45,0.0101,9470531,70579500.0,1.1402508551881425,7.016
