code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
SH.600060,海信视像,2022-01-04 00:00:00,12.046,12.666,13.046,11.926,14.915,0.02921,37653163,533489977.0,6.294058408862034,11.916
SH.600060,海信视像,2022-01-05 00:00:00,12.656,12.706,12.856,12.386,14.957,0.01842,23744506,336624808.0,0.31580609505762786,12.666
SH.600060,海信视像,2022-01-06 00:00:00,12.666,12.786,12.906,12.466,15.042,0.01379,17770471,252915626.0,0.6296237997796322,12.706
SH.600060,海信视像,2022-01-07 00:00:00,12.816,12.666,13.206,12.646,14.915,0.01674,21573604,311060229.0,-0.9385265133739967,12.786
SH.600060,海信视像,2022-01-10 00:00:00,12.566,13.396,13.556,12.476,15.682,0.02946,37970431,559460255.0,5.763461234801835,12.666
SH.600060,海信视像,2022-01-11 00:00:00,13.446,13.406,13.746,13.236,15.693,0.02113,27241504,408916594.0,0.07464914899969981,13.396
SH.600060,海信视像,2022-01-12 00:00:00,13.416,13.396,13.536,13.196,15.682,0.01382,17819478,265001470.0,-0.07459346561241076,13.406
SH.600060,海信视像,2022-01-13 00:00:00,13.446,13.596,14.006,13.316,15.892,0.02333,30080505,458210050.0,1.4929829799940226,13.396
SH.600060,海信视像,2022-01-14 00:00:00,13.496,13.596,13.756,13.136,15.892,0.01561,20117137,302296388.0,0.0,13.596
SH.600060,海信视像,2022-01-17 00:00:00,13.486,13.976,14.046,13.226,16.292,0.01764,22743162,345866394.0,2.794939688143577,13.596
SH.600060,海信视像,2022-01-18 00:00:00,13.846,13.536,13.896,13.386,15.829,0.01296,16701072,252787770.0,-3.1482541499713883,13.976
SH.600060,海信视像,2022-01-19 00:00:00,13.466,13.216,13.656,13.046,15.493,0.01582,20392447,301991361.0,-2.36406619385343,13.536
SH.600060,海信视像,2022-01-20 00:00:00,13.226,13.236,13.396,13.116,15.514,0.00881,11356786,168315833.0,0.15133171912833954,13.216
SH.600060,海信视像,2022-01-21 00:00:00,13.376,12.806,13.386,12.756,15.063,0.0086,11080542,160507543.0,-3.2487156240556168,13.236
SH.600060,海信视像,2022-01-24 00:00:00,12.826,13.226,13.256,12.626,15.504,0.00979,12626474,184076968.0,3.2797126347024967,12.806
SH.600060,海信视像,2022-01-25 00:00:00,13.136,12.236,13.146,12.206,14.464,0.01033,13322531,188752721.0,-7.485256313322246,13.226
SH.600060,海信视像,2022-01-26 00:00:00,12.216,12.506,12.666,11.966,14.747,0.0105,13534125,187895397.0,2.2066034651846973,12.236
SH.600060,海信视像,2022-01-27 00:00:00,12.356,12.016,12.406,11.916,14.233,0.01163,14997074,204026891.0,-3.9181193027346892,12.506
SH.600060,海信视像,2022-01-28 00:00:00,12.266,12.746,13.136,12.056,15.0,0.01358,17501127,249016566.0,6.075233022636488,12.016
SH.600060,海信视像,2022-02-07 00:00:00,12.966,12.566,13.016,12.496,14.81,0.01122,14460808,205448889.0,-1.4122077514514335,12.746
SH.600060,海信视像,2022-02-08 00:00:00,12.686,12.546,12.936,12.186,14.789,0.01005,12957261,181280841.0,-0.15915963711603812,12.566
SH.600060,海信视像,2022-02-09 00:00:00,12.516,12.646,12.666,12.256,14.894,0.00853,11001779,154435819.0,0.797066794197365,12.546
SH.600060,海信视像,2022-02-10 00:00:00,12.546,12.466,12.586,12.306,14.705,0.00834,10754663,150203311.0,-1.4233749802309148,12.646
SH.600060,海信视像,2022-02-11 00:00:00,12.366,12.166,12.406,12.026,14.39,0.01006,12965161,177832389.0,-2.4065458045884722,12.466
SH.600060,海信视像,2022-02-14 00:00:00,12.066,11.776,12.086,11.656,13.981,0.00782,10084496,134794763.0,-3.2056551043892862,12.166
SH.600060,海信视像,2022-02-15 00:00:00,11.856,12.056,12.116,11.776,14.275,0.00545,7020640,95005908.0,2.3777173913043423,11.776
SH.600060,海信视像,2022-02-16 00:00:00,12.136,12.006,12.196,11.876,14.222,0.00483,6227895,84594135.0,-0.4147312541473038,12.056
SH.600060,海信视像,2022-02-17 00:00:00,12.016,11.646,12.026,11.576,13.844,0.00855,11015285,146042371.0,-2.9985007496251823,12.006
SH.600060,海信视像,2022-02-18 00:00:00,11.526,11.676,11.716,11.346,13.876,0.00722,9310738,121517019.0,0.2575991756826323,11.646
SH.600060,海信视像,2022-02-21 00:00:00,11.616,11.586,11.716,11.366,13.781,0.00731,9426842,122954083.0,-0.7708119218910574,11.676
SH.600060,海信视像,2022-02-22 00:00:00,11.506,11.336,11.576,11.216,13.518,0.00817,10527982,135587417.0,-2.1577766269635767,11.586
SH.600060,海信视像,2022-02-23 00:00:00,11.336,11.426,11.456,11.296,13.613,0.00575,7406207,95641659.0,0.7939308398023981,11.336
SH.600060,海信视像,2022-02-24 00:00:00,11.376,10.946,11.416,10.766,13.109,0.00978,12607067,159164666.0,-4.200945212672855,11.426
SH.600060,海信视像,2022-02-25 00:00:00,10.956,10.996,11.206,10.956,13.161,0.00536,6905123,87074245.0,0.45678786771424,10.946
SH.600060,海信视像,2022-02-28 00:00:00,10.966,11.026,11.166,10.696,13.193,0.00653,8414062,105296273.0,0.272826482357215,10.996
SH.600060,海信视像,2022-03-01 00:00:00,10.996,11.146,11.156,10.966,13.319,0.00453,5838466,73619515.0,1.0883366588064665,11.026
SH.600060,海信视像,2022-03-02 00:00:00,11.116,11.066,11.166,10.976,13.235,0.00476,6136651,77302137.0,-0.7177462766911903,11.146
SH.600060,海信视像,2022-03-03 00:00:00,11.096,10.906,11.156,10.876,13.067,0.0049,6320815,79145756.0,-1.4458702331465763,11.066
SH.600060,海信视像,2022-03-04 00:00:00,10.896,10.796,10.906,10.646,12.951,0.0052,6698399,82307148.0,-1.0086191087474894,10.906
SH.600060,海信视像,2022-03-07 00:00:00,10.746,10.446,10.786,10.346,12.584,0.00827,10666961,128471401.0,-3.2419414597999228,10.796
SH.600060,海信视像,2022-03-08 00:00:00,10.416,10.066,10.516,10.056,12.184,0.00801,10331801,121489870.0,-3.637756078881859,10.446
SH.600060,海信视像,2022-03-09 00:00:00,10.126,9.966,10.186,9.586,12.079,0.00783,10099236,115803676.0,-0.9934432743890464,10.066
SH.600060,海信视像,2022-03-10 00:00:00,10.216,10.026,10.256,9.946,12.142,0.00566,7296724,84520436.0,0.6020469596628587,9.966
SH.600060,海信视像,2022-03-11 00:00:00,9.916,10.056,10.106,9.706,12.174,0.00479,6168635,70504650.0,0.29922202274086734,10.026
SH.600060,海信视像,2022-03-14 00:00:00,9.996,9.956,10.206,9.926,12.069,0.00469,6040464,70021432.0,-0.9944311853619695,10.056
SH.600060,海信视像,2022-03-15 00:00:00,9.936,9.176,9.936,9.166,11.25,0.00741,9553238,105587509.0,-7.8344716753716295,9.956
SH.600060,海信视像,2022-03-16 00:00:00,9.216,9.536,9.596,8.926,11.628,0.00753,9711174,104940399.0,3.923278116826498,9.176
SH.600060,海信视像,2022-03-17 00:00:00,9.666,9.746,9.946,9.666,11.848,0.0061,7869715,89160523.0,2.2021812080537004,9.536
SH.600060,海信视像,2022-03-18 00:00:00,9.746,9.866,9.886,9.746,11.974,0.00311,4014428,45614635.0,1.2312743689718777,9.746
SH.600060,海信视像,2022-03-21 00:00:00,9.876,9.696,9.896,9.576,11.796,0.00641,8260011,93038777.0,-1.723089397932292,9.866
SH.600060,海信视像,2022-03-22 00:00:00,9.846,9.886,10.156,9.806,11.995,0.00632,8144365,93419835.0,1.9595709570957045,9.696
SH.600060,海信视像,2022-03-23 00:00:00,9.896,9.806,9.936,9.806,11.911,0.00416,5360393,61020540.0,-0.8092251669026914,9.886
SH.600060,海信视像,2022-03-24 00:00:00,9.806,9.686,9.826,9.566,11.785,0.00483,6220897,69808023.0,-1.223740566999788,9.806
SH.600060,海信视像,2022-03-25 00:00:00,9.716,9.656,9.896,9.616,11.754,0.00498,6419108,72501168.0,-0.3097253768325352,9.686
SH.600060,海信视像,2022-03-28 00:00:00,9.646,9.696,9.826,9.356,11.796,0.00482,6212544,69410531.0,0.4142502071250947,9.656
SH.600060,海信视像,2022-03-29 00:00:00,9.726,9.376,9.726,9.306,11.46,0.00774,9981637,109532810.0,-3.3003300330033034,9.696
SH.600060,海信视像,2022-03-30 00:00:00,9.436,9.676,9.686,9.426,11.775,0.00524,6751438,74954749.0,3.1996587030716803,9.376
SH.600060,海信视像,2022-03-31 00:00:00,9.636,9.596,9.716,9.556,11.691,0.00428,5520185,61600173.0,-0.8267879288962388,9.676
SH.600060,海信视像,2022-04-01 00:00:00,9.616,9.656,9.656,9.426,11.754,0.00496,6392820,70954640.0,0.6252605252188463,9.596
SH.600060,海信视像,2022-04-06 00:00:00,9.646,9.906,9.966,9.586,12.016,0.00818,10544311,120370794.0,2.589063794531897,9.656
SH.600060,海信视像,2022-04-07 00:00:00,9.826,9.626,10.016,9.626,11.722,0.00764,9849369,111690885.0,-2.826569755703625,9.906
SH.600060,海信视像,2022-04-08 00:00:00,9.616,9.546,9.656,9.396,11.638,0.00534,6879658,75881329.0,-0.8310824849366307,9.626
SH.600060,海信视像,2022-04-11 00:00:00,9.566,9.226,9.566,9.166,11.302,0.00543,7002896,76218665.0,-3.352189398701011,9.546
SH.600060,海信视像,2022-04-12 00:00:00,9.176,9.496,9.516,9.076,11.586,0.0063,8116167,87630265.0,2.9265120312161232,9.226
SH.600060,海信视像,2022-04-13 00:00:00,9.496,9.266,9.496,9.216,11.344,0.00461,5946665,64636919.0,-2.4220724515585554,9.496
SH.600060,海信视像,2022-04-14 00:00:00,9.316,9.456,9.506,9.296,11.544,0.00443,5711901,62598704.0,2.050507230736019,9.266
SH.600060,海信视像,2022-04-15 00:00:00,9.396,9.336,9.486,9.266,11.418,0.00486,6263905,68144605.0,-1.2690355329949157,9.456
SH.600060,海信视像,2022-04-18 00:00:00,9.326,9.336,9.366,9.086,11.418,0.00383,4933747,53209879.0,0.0,9.336
SH.600060,海信视像,2022-04-19 00:00:00,9.316,9.286,9.476,9.236,11.365,0.00384,4954931,53907055.0,-0.5355612682090907,9.336
SH.600060,海信视像,2022-04-20 00:00:00,9.306,9.426,9.606,9.296,11.512,0.00735,9480309,104372809.0,1.5076459185871267,9.286
SH.600060,海信视像,2022-04-21 00:00:00,9.376,8.956,9.416,8.886,11.018,0.00759,9786517,104501677.0,-4.986208359855724,9.426
SH.600060,海信视像,2022-04-22 00:00:00,8.836,8.866,8.916,8.556,10.924,0.00759,9784440,100422058.0,-1.004912907548011,8.956
SH.600060,海信视像,2022-04-25 00:00:00,8.676,8.196,8.866,8.166,10.22,0.00942,12141163,121970701.0,-7.556959169862395,8.866
SH.600060,海信视像,2022-04-26 00:00:00,8.296,7.916,8.326,7.906,9.926,0.01034,13333054,128923907.0,-3.4163006344558244,8.196
SH.600060,海信视像,2022-04-27 00:00:00,7.796,8.136,8.146,7.606,10.157,0.01372,17685751,165654177.0,2.7791814047498593,7.916
SH.600060,海信视像,2022-04-28 00:00:00,8.136,8.366,8.526,8.116,10.399,0.00923,11900136,117795755.0,2.8269419862340275,8.136
SH.600060,海信视像,2022-04-29 00:00:00,8.416,9.286,9.306,8.316,11.365,0.01086,14004012,146572301.0,10.996892182644034,8.366
SH.600060,海信视像,2022-05-05 00:00:00,9.306,9.756,9.926,9.266,11.972,0.01302,16788154,188455380.0,5.06138272668534,9.286
SH.600060,海信视像,2022-05-06 00:00:00,9.486,9.536,9.786,9.416,11.739,0.00673,8671839,96575333.0,-2.255022550225509,9.756
SH.600060,海信视像,2022-05-09 00:00:00,9.466,9.866,9.906,9.416,12.089,0.00895,11537373,130747066.0,3.460570469798659,9.536
SH.600060,海信视像,2022-05-10 00:00:00,9.766,10.096,10.126,9.596,12.332,0.00964,12424399,142477977.0,2.331238597202518,9.866
SH.600060,海信视像,2022-05-11 00:00:00,10.006,9.846,10.116,9.846,12.067,0.00672,8657902,99823150.0,-2.4762282091917593,10.096
SH.600060,海信视像,2022-05-12 00:00:00,9.786,9.856,9.916,9.706,12.078,0.00445,5732866,65060519.0,0.10156408693885625,9.846
SH.600060,海信视像,2022-05-13 00:00:00,9.856,9.906,10.036,9.816,12.131,0.00418,5386271,61650992.0,0.507305194805202,9.856
SH.600060,海信视像,2022-05-16 00:00:00,10.006,9.796,10.056,9.726,12.014,0.00335,4313301,49155953.0,-1.1104381183121463,9.906
SH.600060,海信视像,2022-05-17 00:00:00,9.756,9.856,9.876,9.646,12.078,0.00417,5370105,60761786.0,0.6124948958758728,9.796
SH.600060,海信视像,2022-05-18 00:00:00,9.876,9.886,9.966,9.776,12.11,0.00368,4743209,54136251.0,0.30438311688311037,9.856
SH.600060,海信视像,2022-05-19 00:00:00,9.756,9.916,9.996,9.706,12.142,0.00464,5984178,68207378.0,0.3034594375885205,9.886
SH.600060,海信视像,2022-05-20 00:00:00,9.926,10.366,10.446,9.886,12.619,0.00822,10594786,124554424.0,4.538120209761994,9.916
SH.600060,海信视像,2022-05-23 00:00:00,10.406,10.316,10.416,10.126,12.566,0.00553,7124443,83864431.0,-0.4823461315840144,10.366
SH.600060,海信视像,2022-05-24 00:00:00,10.266,9.806,10.306,9.746,12.025,0.00578,7451748,86025322.0,-4.943776657619247,10.316
SH.600060,海信视像,2022-05-25 00:00:00,9.716,9.716,9.806,9.576,11.93,0.00767,9887481,110964348.0,-0.9178054252498455,9.806
SH.600060,海信视像,2022-05-26 00:00:00,9.786,10.276,10.296,9.606,12.523,0.00965,12440790,143812040.0,5.763688760806922,9.716
SH.600060,海信视像,2022-05-27 00:00:00,10.286,10.146,10.496,10.076,12.386,0.00692,8916418,105260757.0,-1.2650836901518006,10.276
SH.600060,海信视像,2022-05-30 00:00:00,10.296,10.566,10.686,10.166,12.831,0.01036,13354700,160267512.0,4.139562389118864,10.146
SH.600060,海信视像,2022-05-31 00:00:00,10.476,10.576,10.716,10.426,12.841,0.00837,10790767,130505272.0,0.09464319515426639,10.566
SH.600060,海信视像,2022-06-01 00:00:00,10.766,10.816,11.066,10.636,13.096,0.01079,13902942,172204937.0,2.2692889561270824,10.576
SH.600060,海信视像,2022-06-02 00:00:00,10.746,10.586,10.776,10.536,12.852,0.00919,11846518,143901345.0,-2.1264792899408325,10.816
SH.600060,海信视像,2022-06-06 00:00:00,10.566,10.586,10.726,10.446,12.852,0.00797,10276905,124692819.0,0.0,10.586
SH.600060,海信视像,2022-06-07 00:00:00,10.646,10.546,10.646,10.396,12.81,0.00638,8226524,99115820.0,-0.3778575477045241,10.586
SH.600060,海信视像,2022-06-08 00:00:00,10.646,10.666,10.786,10.456,12.937,0.00949,12238033,148861543.0,1.1378721790252324,10.546
SH.600060,海信视像,2022-06-09 00:00:00,10.616,10.366,10.626,10.266,12.619,0.00802,10332063,123197665.0,-2.8126757922370214,10.666
SH.600060,海信视像,2022-06-10 00:00:00,10.286,10.396,10.466,10.246,12.651,0.00668,8607533,102332533.0,0.2894076789504258,10.366
SH.600060,海信视像,2022-06-13 00:00:00,10.286,10.376,10.416,10.106,12.629,0.00752,9689483,114141473.0,-0.19238168526357588,10.396
