code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
SH.600081,东风科技,2022-01-04 00:00:00,12.560845,12.599514,12.676852,12.4216366,62.443,0.01512,6129152,65282062.0,0.8043811849973584,12.4989746
SH.600081,东风科技,2022-01-05 00:00:00,12.599514,12.2669606,12.6149816,12.1432198,60.497,0.01547,6273230,65268205.0,-2.6394145044007122,12.599514
SH.600081,东风科技,2022-01-06 00:00:00,12.212824,12.406169,12.4525718,12.1432198,61.312,0.01027,4162439,43340522.0,1.1348238943557,12.2669606
SH.600081,东风科技,2022-01-07 00:00:00,12.3675,12.1277522,12.5531112,12.1277522,59.683,0.01161,4706760,48675784.0,-2.2441802944970397,12.406169
SH.600081,东风科技,2022-01-10 00:00:00,12.135486,12.2360254,12.251493,11.9962776,60.316,0.00693,2809354,28724351.0,0.8927721989570423,12.1277522
SH.600081,东风科技,2022-01-11 00:00:00,12.2746944,12.1896226,12.3675,12.135486,60.045,0.00752,3049599,31512351.0,-0.37923098786637827,12.2360254
SH.600081,东风科技,2022-01-12 00:00:00,12.1818888,12.2592268,12.2978958,12.1586874,60.452,0.00569,2308447,23807325.0,0.571011936005308,12.1896226
SH.600081,东风科技,2022-01-13 00:00:00,12.3056296,12.1200184,12.3056296,12.0736156,59.638,0.00586,2375297,24361438.0,-1.1355398041905964,12.2592268
SH.600081,东风科技,2022-01-14 00:00:00,12.1277522,11.8184002,12.1973564,11.748796,57.873,0.01155,4684433,47108515.0,-2.4885952318356224,12.1200184
SH.600081,东风科技,2022-01-17 00:00:00,11.8725368,12.135486,12.174155,11.7951988,59.728,0.01073,4349111,44118540.0,2.6829841148889253,11.8184002
SH.600081,东风科技,2022-01-18 00:00:00,12.0504142,12.019479,12.1973564,11.9266734,59.049,0.00765,3100074,31256489.0,-0.9559320491985219,12.135486
SH.600081,东风科技,2022-01-19 00:00:00,12.019479,11.8338678,12.0658818,11.7565298,57.963,0.00862,3496249,34760657.0,-1.5442532908456372,12.019479
